residual sugar,density,alcohol,free sulfur dioxide,total sulfur dioxide,fixed acidity,pH
0.0214723926380368,0.1135531135531126,0.5483870967741936,0.0313588850174216,0.4593967517401392,0.4326923076923078,0.2727272727272726
0.0552147239263803,0.1019857335646791,0.4838709677419355,0.1393728222996515,0.2552204176334107,0.201923076923077,0.3909090909090907
0.2177914110429448,0.2288413341044909,0.2741935483870967,0.0905923344947735,0.382830626450116,0.3557692307692308,0.4181818181818182
0.102760736196319,0.1197223828802764,0.4946236559139839,0.1080139372822299,0.3109048723897912,0.1826923076923077,0.5363636363636364
0.1134969325153374,0.1598226335068423,0.2258064516129033,0.0592334494773519,0.2134570765661252,0.3076923076923077,0.2454545454545455
0.0690184049079754,0.1359167148640833,0.1935483870967741,0.048780487804878,0.2552204176334107,0.2115384615384616,0.3909090909090907
0.0153374233128834,0.1810294968189708,0.2258064516129033,0.1289198606271777,0.3642691415313225,0.2980769230769232,0.8454545454545455
0.1365030674846625,0.165220744168112,0.3225806451612903,0.181184668989547,0.3642691415313225,0.2980769230769232,0.4636363636363635
0.0153374233128834,0.1039136302294198,0.4516129032258066,0.2125435540069686,0.3248259860788863,0.2980769230769232,0.6545454545454545
0.0122699386503067,0.1422787738577202,0.1612903225806451,0.1114982578397212,0.2853828306264501,0.326923076923077,0.3545454545454544
0.1104294478527607,0.1694621168305373,0.2419354838709677,0.2578397212543554,0.4361948955916473,0.2884615384615385,0.4727272727272729
0.0414110429447852,0.1212647002120669,0.3387096774193548,0.0278745644599303,0.1392111368909512,0.2211538461538461,0.7454545454545456
0.0490797546012269,0.0890688259109304,0.5322580645161292,0.048780487804878,0.1624129930394431,0.3365384615384615,0.3181818181818179
0.1150306748466257,0.1536533641796785,0.3870967741935485,0.1045296167247386,0.3549883990719257,0.3365384615384615,0.409090909090909
0.0076687116564417,0.1081550028918451,0.3225806451612903,0.1114982578397212,0.1995359628770301,0.451923076923077,0.0999999999999999
0.1549079754601227,0.1561596298438403,0.3548387096774192,0.0871080139372822,0.2064965197215777,0.2211538461538461,0.5636363636363635
0.0184049079754601,0.0950453055716212,0.3548387096774192,0.2090592334494773,0.3921113689095127,0.2692307692307693,0.3909090909090907
0.0322085889570552,0.0749951802583372,0.6774193548387096,0.1393728222996515,0.3132250580046403,0.3173076923076923,0.5363636363636364
0.0889570552147239,0.1424715635241953,0.3870967741935485,0.1637630662020905,0.3526682134570765,0.2500000000000001,0.5636363636363635
0.0705521472392638,0.0877192982456129,0.6935483870967744,0.1184668989547038,0.3039443155452436,0.3173076923076923,0.5727272727272729
0.1702453987730061,0.1403508771929816,0.6129032258064518,0.0034843205574912,0.0858468677494199,0.4423076923076924,0.2727272727272726
0.0782208588957055,0.051089261615576,0.7903225806451615,0.181184668989547,0.3387470997679814,0.1153846153846154,0.5
0.1794478527607362,0.215731636784267,0.2419354838709677,0.1010452961672473,0.3155452436194895,0.2788461538461539,0.5818181818181817
0.0874233128834355,0.1185656448814342,0.4516129032258066,0.1358885017421602,0.2830626450116009,0.2980769230769232,0.3272727272727272
0.0291411042944785,0.0838635049161358,0.5,0.2264808362369338,0.3526682134570765,0.3076923076923077,0.2999999999999997
0.2208588957055214,0.2639290534027352,0.1290322580645162,0.2020905923344947,0.4060324825986079,0.4807692307692309,0.5090909090909089
0.2085889570552147,0.2138037401195284,0.2580645161290322,0.0592334494773519,0.1972157772621809,0.2980769230769232,0.409090909090909
0.0168711656441717,0.0904183535762478,0.3870967741935485,0.0104529616724738,0.1206496519721577,0.3076923076923077,0.3181818181818179
0.0904907975460122,0.1363022941970293,0.3064516129032259,0.0905923344947735,0.2645011600928074,0.2307692307692308,0.4545454545454547
0.1779141104294478,0.1567379988432615,0.3870967741935485,0.1428571428571428,0.2737819025522042,0.1826923076923077,0.4636363636363635
0.0230061349693251,0.148255253518411,0.4032258064516129,0.0766550522648083,0.3642691415313225,0.3173076923076923,0.6909090909090909
0.00920245398773,0.0757663389242335,0.5161290322580645,0.0940766550522648,0.4013921113689095,0.2884615384615385,0.2909090909090908
0.0053680981595092,0.1197223828802764,0.0,0.3031358885017421,0.3480278422273782,0.0673076923076923,0.5636363636363635
0.2300613496932515,0.2138037401195284,0.2096774193548388,0.1707317073170731,0.4338747099767981,0.2788461538461539,0.4272727272727272
0.0383435582822085,0.0499325236167338,0.8225806451612904,0.0905923344947735,0.2900232018561485,0.3173076923076923,0.4909090909090907
0.0291411042944785,0.1405436668594546,0.4354838709677419,0.1045296167247386,0.2482598607888631,0.4326923076923078,0.4636363636363635
0.0061349693251533,0.0672835935993829,0.596774193548387,0.0522648083623693,0.1948955916473317,0.4230769230769231,0.2909090909090908
0.0398773006134969,0.0478118372855201,0.7419354838709677,0.048780487804878,0.2505800464037123,0.201923076923077,0.4909090909090907
0.00920245398773,0.1154810102178512,0.1129032258064515,0.024390243902439,0.2296983758700696,0.2115384615384616,0.3545454545454544
0.0122699386503067,0.0630422209369577,0.596774193548387,0.0696864111498257,0.1879350348027842,0.2596153846153847,0.4181818181818182
0.0107361963190184,0.1174089068825897,0.3225806451612903,0.0766550522648083,0.2389791183294663,0.3653846153846154,0.3818181818181819
0.308282208588957,0.2677848467322123,0.1290322580645162,0.1498257839721254,0.3735498839907192,0.3076923076923077,0.2545454545454544
0.0475460122699386,0.0861769809138225,0.4354838709677419,0.1114982578397212,0.2853828306264501,0.2403846153846154,0.2545454545454544
0.0751533742331288,0.148255253518411,0.2580645161290322,0.0452961672473867,0.2784222737819025,0.2500000000000001,0.3818181818181819
0.0199386503067484,0.0557162136109494,0.6290322580645162,0.1358885017421602,0.2064965197215777,0.2596153846153847,0.4272727272727272
0.0214723926380368,0.0678619625988041,0.7096774193548389,0.0418118466898954,0.1624129930394431,0.2692307692307693,0.5
0.0107361963190184,0.1424715635241953,0.2580645161290322,0.1672473867595819,0.334106728538283,0.3557692307692308,0.5181818181818182
