fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
0.3008849557522124,0.4863013698630137,0.27,0.0753424657534246,0.1135225375626043,0.1408450704225352,0.2014134275618374,0.4735682819383239,0.4330708661417323,0.0898203592814371,0.2153846153846154
0.2212389380530973,0.2123287671232877,0.42,0.3150684931506849,0.0968280467445743,0.3943661971830985,0.4346289752650176,0.5308370044052847,0.5354330708661417,0.2335329341317365,0.323076923076923
0.1061946902654867,0.3835616438356165,0.02,0.0616438356164383,0.1252086811352253,0.2816901408450704,0.3109540636042402,0.3179148311306869,0.6299212598425198,0.1137724550898203,0.2461538461538461
0.4690265486725664,0.1575342465753424,0.38,0.0410958904109589,0.0767946577629382,0.4225352112676056,0.1448763250883392,0.4911894273127746,0.4094488188976376,0.2934131736526946,0.3384615384615383
0.2212389380530973,0.4315068493150685,0.01,0.0890410958904109,0.0784641068447412,0.1408450704225352,0.0424028268551236,0.1725403817914808,0.5118110236220473,0.0419161676646706,0.676923076923077
0.4070796460176991,0.5479452054794521,0.24,0.1164383561643835,0.1252086811352253,0.1549295774647887,0.3074204946996466,0.7143906020558033,0.5826771653543307,0.125748502994012,0.2153846153846154
0.4424778761061946,0.1986301369863013,0.37,0.0958904109589041,0.1318864774624374,0.1267605633802817,0.0600706713780918,0.5719530102790003,0.3937007874015749,0.1377245508982036,0.323076923076923
0.7256637168141593,0.339041095890411,0.66,0.3356164383561643,0.1185308848080133,0.0845070422535211,0.127208480565371,0.8906020558002941,0.2598425196850392,0.2395209580838323,0.2461538461538461
0.3628318584070796,0.4931506849315068,0.0,0.0342465753424657,0.0884808013355592,0.323943661971831,0.0954063604240282,0.3913362701908928,0.4173228346456692,0.1317365269461078,0.1999999999999998
0.2123893805309734,0.2602739726027397,0.25,0.0753424657534246,0.0968280467445743,0.028169014084507,0.0565371024734982,0.4574155653450788,0.4015748031496062,0.1796407185628742,0.1230769230769229
0.0353982300884956,0.4246575342465754,0.0,0.0205479452054794,0.0484140233722871,0.2112676056338028,0.1413427561837456,0.1842878120411173,1.0,0.155688622754491,0.6307692307692307
0.247787610619469,0.3493150684931507,0.07,0.1027397260273972,0.1302170283806344,0.1408450704225352,0.1095406360424028,0.5748898678414114,0.5433070866141734,0.2574850299401198,0.1999999999999998
0.3628318584070796,0.4794520547945205,0.02,0.0205479452054794,0.0968280467445743,0.4929577464788732,0.1484098939929328,0.3766519823788532,0.3622047244094489,0.1497005988023952,0.2153846153846154
0.0353982300884956,0.6301369863013699,0.24,0.047945205479452,0.0634390651085142,0.4366197183098591,0.3180212014134275,0.2444933920704811,0.7874015748031499,0.1736526946107784,0.4769230769230769
0.6106194690265486,0.1986301369863013,0.52,0.1438356164383561,0.1135225375626043,0.3943661971830985,0.1731448763250883,0.7364170337738626,0.4094488188976376,0.3293413173652695,0.3999999999999999
0.2920353982300885,0.2534246575342466,0.32,0.0684931506849315,0.1168614357262103,0.2253521126760563,0.4876325088339223,0.4941262848751858,0.3622047244094489,0.1317365269461078,0.1692307692307691
0.2300884955752212,0.273972602739726,0.07,0.0342465753424657,0.1035058430717863,0.056338028169014,0.0494699646643109,0.5308370044052847,0.4566929133858266,0.2874251497005988,0.1846153846153845
0.7610619469026548,0.1780821917808219,0.55,0.1232876712328767,0.1151919866444073,0.056338028169014,0.0353356890459364,0.7731277533039614,0.1889763779527558,0.125748502994012,0.1538461538461538
0.2831858407079646,0.2808219178082192,0.01,0.047945205479452,0.1085141903171953,0.028169014084507,0.0459363957597173,0.3619676945668137,0.3307086614173229,0.0778443113772455,0.2153846153846154
0.495575221238938,0.1917808219178082,0.4,0.1095890410958904,0.0934891485809683,0.5633802816901409,0.1696113074204947,0.5484581497797354,0.5039370078740156,0.3173652694610778,0.323076923076923
0.3893805309734513,0.4554794520547945,0.24,0.0547945205479452,0.1101836393989983,0.1267605633802817,0.0530035335689045,0.5029368575624111,0.4330708661417323,0.2035928143712575,0.2461538461538461
0.1769911504424778,0.2602739726027397,0.01,0.0410958904109589,0.0801335559265442,0.2253521126760563,0.0706713780918728,0.3766519823788532,0.5196850393700787,0.1497005988023952,0.2153846153846154
0.3451327433628319,0.3698630136986301,0.2,0.0821917808219178,0.1419031719532554,0.3098591549295774,0.3780918727915194,0.5330396475770971,0.3070866141732282,0.0898203592814371,0.1230769230769229
0.2743362831858407,0.3424657534246575,0.04,0.1986301369863013,0.1202003338898163,0.3380281690140845,0.1378091872791519,0.5675477239353917,0.4724409448818896,0.1197604790419161,0.1692307692307691
0.2654867256637168,0.3493150684931507,0.03,0.0753424657534246,0.1135225375626043,0.3661971830985915,0.1307420494699646,0.4192364170337744,0.5511811023622047,0.18562874251497,0.3846153846153846
0.3716814159292036,0.1917808219178082,0.4,0.0890410958904109,0.1118530884808013,0.2535211267605634,0.1625441696113074,0.5822320117474312,0.5511811023622047,0.18562874251497,0.1230769230769229
0.6371681415929205,0.1780821917808219,0.55,0.0821917808219178,0.0984974958263772,0.056338028169014,0.0459363957597173,0.6262848751835579,0.2913385826771651,0.1736526946107784,0.3692307692307693
0.5044247787610621,0.1506849315068493,0.52,0.1301369863013698,0.2454090150250417,0.1971830985915492,0.2438162544169611,0.7143906020558033,0.3464566929133859,0.18562874251497,0.1538461538461538
0.2920353982300885,0.363013698630137,0.01,0.1095890410958904,0.1101836393989983,0.2253521126760563,0.1130742049469964,0.4574155653450788,0.4724409448818896,0.2455089820359281,0.5076923076923076
0.2831858407079646,0.3972602739726027,0.06,0.0684931506849315,0.1118530884808013,0.2676056338028169,0.1024734982332155,0.4559471365638814,0.5196850393700787,0.215568862275449,0.3846153846153846
0.1592920353982301,0.3082191780821917,0.02,0.0616438356164383,0.0918196994991653,0.0422535211267605,0.0176678445229682,0.5088105726872254,0.5669291338582677,0.2095808383233533,0.1692307692307691
0.2300884955752212,0.1986301369863013,0.3,0.0821917808219178,0.1185308848080133,0.4788732394366197,0.2332155477031802,0.5088105726872254,0.5511811023622047,0.1137724550898203,0.1538461538461538
0.1769911504424778,0.3150684931506849,0.0,0.0890410958904109,0.1469115191986644,0.6901408450704225,0.2014134275618374,0.3942731277533039,0.6692913385826771,0.2095808383233533,0.4615384615384615
0.5752212389380531,0.184931506849315,0.54,0.1232876712328767,0.1385642737896494,0.2816901408450704,0.3356890459363957,0.7364170337738626,0.3070866141732282,0.1077844311377245,0.1692307692307691
0.5044247787610621,0.3219178082191781,0.42,0.1301369863013698,0.1302170283806344,0.4788732394366197,0.2367491166077738,0.655653450807637,0.4251968503937006,0.2215568862275448,0.1692307692307691
0.3805309734513274,0.1575342465753424,0.4,0.184931506849315,0.1636060100166945,0.1549295774647887,0.0636042402826855,0.3979441997063138,0.3858267716535432,0.2215568862275448,0.5538461538461538
0.1946902654867256,0.2465753424657534,0.08,0.0616438356164383,0.1035058430717863,0.5492957746478874,0.2049469964664311,0.3832599118942743,0.2992125984251969,0.0958083832335329,0.1846153846153845
0.2300884955752212,0.2808219178082192,0.14,0.0821917808219178,0.0868113522537562,0.1971830985915492,0.0812720848056537,0.2320117474302458,0.4803149606299213,0.1676646706586826,0.5692307692307691
0.3716814159292036,0.273972602739726,0.34,0.1232876712328767,0.1252086811352253,0.323943661971831,0.4098939929328622,0.5969162995594707,0.4094488188976376,0.1676646706586826,0.1692307692307691
0.0973451327433628,0.6917808219178081,0.09,0.0410958904109589,0.2671118530884808,0.0845070422535211,0.0459363957597173,0.2885462555066078,0.5984251968503937,0.0898203592814371,0.2153846153846154
0.2654867256637168,0.2534246575342466,0.33,0.0684931506849315,0.1035058430717863,0.3661971830985915,0.2791519434628975,0.513215859030834,0.5275590551181104,0.1497005988023952,0.0923076923076922
0.0530973451327434,0.1506849315068493,0.0,0.0616438356164383,0.0634390651085142,0.3661971830985915,0.2014134275618374,0.1123348017621171,0.7401574803149609,0.2754491017964072,0.8615384615384615
0.1769911504424778,0.2191780821917808,0.09,0.0890410958904109,0.0851419031719532,0.1126760563380281,0.0424028268551236,0.3208516886930981,0.5354330708661417,0.215568862275449,0.4461538461538462
0.0884955752212389,0.5,0.05,0.0342465753424657,0.0550918196994991,0.1549295774647887,0.2897526501766784,0.1710719530102752,0.6456692913385828,0.2934131736526946,0.6923076923076923
0.2566371681415929,0.273972602739726,0.11,0.0410958904109589,0.1118530884808013,0.1408450704225352,0.1166077738515901,0.4941262848751858,0.5354330708661417,0.1497005988023952,0.1846153846153845
0.247787610619469,0.3356164383561644,0.01,0.0753424657534246,0.1035058430717863,0.1690140845070422,0.1130742049469964,0.5440528634361268,0.5826771653543307,0.1916167664670658,0.2153846153846154
0.1858407079646018,0.2328767123287671,0.24,0.0547945205479452,0.1085141903171953,0.2394366197183098,0.0989399293286219,0.3472834067547741,0.5118110236220473,0.1616766467065868,0.3384615384615383
0.336283185840708,0.3527397260273973,0.36,0.0753424657534246,0.1285475792988314,0.1971830985915492,0.1731448763250883,0.5418502202643143,0.4488188976377953,0.1437125748502993,0.3076923076923077
0.2123893805309734,0.3287671232876712,0.3,0.2465753424657534,0.0934891485809683,0.2676056338028169,0.3674911660777385,0.6659324522760679,0.4409448818897636,0.5029940119760479,0.2769230769230767
0.4778761061946903,0.4178082191780822,0.43,0.0958904109589041,0.0784641068447412,0.1971830985915492,0.0883392226148409,0.4794419970631463,0.3228346456692912,0.1437125748502993,0.3999999999999999
0.2123893805309734,0.4691780821917808,0.0,0.1095890410958904,0.0934891485809683,0.0845070422535211,0.0494699646643109,0.5014684287812056,0.5826771653543307,0.1377245508982036,0.1846153846153845
0.247787610619469,0.0890410958904109,0.29,0.0890410958904109,0.0701168614357262,0.2535211267605634,0.1519434628975265,0.4838472834067548,0.5196850393700787,0.2574850299401198,0.3846153846153846
0.2654867256637168,0.2945205479452055,0.21,0.0890410958904109,0.0984974958263772,0.0845070422535211,0.07773851590106,0.4647577092510986,0.4251968503937006,0.1317365269461078,0.1999999999999998
0.4513274336283185,0.3904109589041095,0.32,0.1095890410958904,0.1268781302170283,0.2957746478873239,0.3003533568904594,0.5748898678414114,0.4330708661417323,0.1736526946107784,0.2615384615384614
0.2035398230088496,0.2191780821917808,0.0,0.0342465753424657,0.0968280467445743,0.4366197183098591,0.1130742049469964,0.3164464023494895,0.4566929133858266,0.1497005988023952,0.4615384615384615
0.2743362831858407,0.4486301369863014,0.42,0.0684931506849315,0.1335559265442404,0.0985915492957746,0.2826855123674912,0.4280469897209997,0.3858267716535432,0.155688622754491,0.1692307692307691
0.3539823008849557,0.2945205479452055,0.09,0.1643835616438356,0.0934891485809683,0.0985915492957746,0.03886925795053,0.5345080763582946,0.3858267716535432,0.0658682634730538,0.2461538461538461
0.2831858407079646,0.3013698630136986,0.12,0.0753424657534246,0.1168614357262103,0.0845070422535211,0.07773851590106,0.5088105726872254,0.4960629921259843,0.1017964071856287,0.1538461538461538
